path,label,domain,record_id,split
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0016_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0016_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0017_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0017_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0018_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0018_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0019_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0019_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0020_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0020_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0021_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0021_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0022_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0022_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0023_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0023_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0024_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0024_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0025_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0025_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0026_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0026_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0027_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0027_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0028_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0028_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0029_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0029_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0030_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0030_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0031_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0031_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0032_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0032_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0033_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0033_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0034_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0034_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0035_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0035_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0036_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0036_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0037_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0037_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0038_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0038_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0039_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0039_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0040_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0040_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0041_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0041_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0042_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0042_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0043_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0043_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0044_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0044_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0045_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0045_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0046_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0046_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0047_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0047_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0048_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0048_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0049_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0049_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0050_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0050_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0051_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0051_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0052_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0052_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0053_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0053_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0054_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0054_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0055_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0055_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0056_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0056_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0057_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0057_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0058_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0058_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0059_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0059_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0060_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0060_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0061_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0061_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0062_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0062_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0063_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0063_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0064_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0064_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0065_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0065_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0066_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0066_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0067_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0067_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0068_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0068_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0069_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0069_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0070_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0070_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0071_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0071_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0072_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0072_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0073_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0073_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0074_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0074_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0075_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0075_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0076_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0076_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0077_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0077_strength_1_ambient,train
